"title","Archive_Date","position","location","url","District","Category","Broad_Category"
"Music Teacher K-3 (2)","2026-06-26","Teacher","District Wide","https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1","Sweetwater County School District 1","Music Education","Music"
"Resource Teacher (2)","2026-06-26","Teacher","Rock Springs Junior High School","https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1","Sweetwater County School District 1","Special Education - Resource/Life Skills","Special Education - Resource/Life Skills"
"Resource Teacher","2026-06-26","Teacher","Desert Elementary (Wamsutter)","https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1","Sweetwater County School District 1","Special Education - Resource/Life Skills","Special Education - Resource/Life Skills"
"Special Education - Resource Teacher (2)","2026-06-26","Teacher","Eastside Elementary","https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1","Sweetwater County School District 1","Special Education - Resource/Life Skills","Special Education - Resource/Life Skills"
"Resource Teacher","2026-06-26","Teacher","Overland Elementary","https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1","Sweetwater County School District 1","Special Education - Resource/Life Skills","Special Education - Resource/Life Skills"
"Resource Teacher","2026-06-26","Teacher","Pilot Butte Elementary","https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1","Sweetwater County School District 1","Special Education - Resource/Life Skills","Special Education - Resource/Life Skills"
"Title One Teacher","2026-06-26","Teacher","Eastside Elementary","https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1","Sweetwater County School District 1","Uncategorized","Other"
"Full-Time Daycare Assistant and Preschool Teacher Assistant","2026-06-26","Teacher","Overland Elementary","https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1","Sweetwater County School District 1","Early Childhood Education","Early Childhood"
"Special Education Teachers (Grades 6-12)","2026-06-26","Teacher","Location to be determined","https://www.applitrack.com/swcsd2/onlineapp/default.aspx?all=1","Sweetwater County School District 2","Special Education - General","Special Education - General"
"Elementary Teacher","2026-06-26","Teacher","District Wide","https://www.applitrack.com/uinta/onlineapp/jobpostings/view.asp?all=1","Uinta County School District 1","Elementary Education","Elementary"
"Elementary Classroom Teacher - MES","2026-06-26","Teacher","Moorcroft, Wyoming","https://crook1.schoolspring.com/","Crook County School District 1","Elementary Education","Elementary"
"1st Grade Teacher [TA03]","2026-06-26","Teacher","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","Elementary Education","Elementary"
"6th Grade Teacher [TA13]","2026-06-26","Teacher","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","Uncategorized","Other"
"Ag Teacher [TC02]","2026-06-26","Teacher","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","Agriculture Education","CTE - Trades, Ag & Technical"
"Reading Teacher","2026-06-26","Teacher","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","Uncategorized","Other"
"Resource Teacher [XT21]","2026-06-26","Teacher","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","Special Education - Resource/Life Skills","Special Education - Resource/Life Skills"
"Resource Teacher [XT21]","2026-06-26","Teacher","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","Special Education - Resource/Life Skills","Special Education - Resource/Life Skills"
"Technician - Library [CE25]","2026-06-26","Teacher","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","Library Media","Library Media"
"Resource Teacher [XT21]","2026-06-26","Teacher","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","Special Education - Resource/Life Skills","Special Education - Resource/Life Skills"
"Resource Teacher [XT21]","2026-06-26","Teacher","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","Special Education - Resource/Life Skills","Special Education - Resource/Life Skills"
"TEACHER LITERACY SPECIALIST [TA24]","2026-06-26","Teacher","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","Uncategorized","Other"
"Resource Teacher [XT21]","2026-06-26","Teacher","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","Special Education - Resource/Life Skills","Special Education - Resource/Life Skills"
"Life Skills/PALS Teacher [XT30]","2026-06-26","Teacher","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","Special Education - Resource/Life Skills","Special Education - Resource/Life Skills"
"Resource Teacher [XT21]","2026-06-26","Teacher","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","Special Education - Resource/Life Skills","Special Education - Resource/Life Skills"
"Secondary Math Teacher [TC23]","2026-06-26","Teacher","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","Mathematics Education","Math"
"Biology/Life Science Teacher [TC26]","2026-06-26","Teacher","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","Science Education","Science"
"Dean Morgan Science Teacher for the 26-27 School Year Only","2026-06-26","Teacher","Casper, Wyoming","https://natronaschools.schoolspring.com/","Natrona School District 1","Science Education","Science"
"NCHS Language Arts Teacher for the 2026-27 School Year Only","2026-06-26","Teacher","Casper, Wyoming","https://natronaschools.schoolspring.com/","Natrona School District 1","English Language Arts Education","English Language Arts Secondary"
"Dean Morgan Math Teacher for the 26-27 School Year Only","2026-06-26","Teacher","Casper, Wyoming","https://natronaschools.schoolspring.com/","Natrona School District 1","Mathematics Education","Math"
"Park Classroom Teacher- Spanish Dual Language Immersion to Begin the 2026-27 School Year","2026-06-26","Teacher","Casper, Wyoming","https://natronaschools.schoolspring.com/","Natrona School District 1","Language Education","Language"
"Special Education Teacher Beginning the 2026-27 School Year","2026-06-26","Teacher","Casper, Wyoming","https://natronaschools.schoolspring.com/","Natrona School District 1","Special Education - General","Special Education - General"
"CCA Science Teacher for the 26-27 School Year Only","2026-06-26","Teacher","Casper, Wyoming","https://natronaschools.schoolspring.com/","Natrona School District 1","Science Education","Science"
"Dean Morgan Social Studies Teacher for the 2026-2027 School Year Only","2026-06-26","Teacher","Casper, Wyoming","https://natronaschools.schoolspring.com/","Natrona School District 1","Social Studies Education","Secondary Social Studies"
"Lincoln Art Teacher for the 26-27 School Year Only","2026-06-26","Teacher","Casper, Wyoming","https://natronaschools.schoolspring.com/","Natrona School District 1","Art Teacher","Art"
"KWHS - Marine Instructor (MI) OR Senior ROTC Marine Instructor (SMI)","2026-06-26","Teacher","Casper, Wyoming","https://natronaschools.schoolspring.com/","Natrona School District 1","CTE Teacher","CTE - Trades, Ag & Technical"
"Head Teacher 2026-2027 School Year","2026-06-26","Teacher","Carpenter, Wyoming","https://laramie2.schoolspring.com/","Laramie County School District 2","Uncategorized","Other"
"Elementary Teacher 2026-27 School Year","2026-06-26","Teacher","Pine Bluffs, Wyoming","https://laramie2.schoolspring.com/","Laramie County School District 2","Elementary Education","Elementary"
"ELEMENTARY TEACHER (SPED BSP/LR)","2026-06-26","Teacher","Riverton, Wyoming","https://fremont25.schoolspring.com/","Fremont County School District 25","Special Education - General","Special Education - General"
"ELEMENTARY TEACHER (SPED)","2026-06-26","Teacher","Riverton, Wyoming","https://fremont25.schoolspring.com/","Fremont County School District 25","Special Education - General","Special Education - General"
"HOMEBOUND AND DISTRICT PLACEMENT SPECIAL EDUCATION TEACHER (SPED)","2026-06-26","Teacher","Riverton, Wyoming","https://fremont25.schoolspring.com/","Fremont County School District 25","Special Education - General","Special Education - General"
"Special Education Teacher","2026-06-26","Teacher","Laramie, Wyoming","https://acsd1.schoolspring.com/","Albany County School District 1","Special Education - General","Special Education - General"
"Special Education Teacher","2026-06-26","Teacher","Laramie, Wyoming","https://acsd1.schoolspring.com/","Albany County School District 1","Special Education - General","Special Education - General"
"Nurse Educator","2026-06-26","Teacher","Laramie, Wyoming","https://acsd1.schoolspring.com/","Albany County School District 1","Health Science","CTE - Business & Family Sciences"
"Technology Teacher","2026-06-26","Teacher","Gillette, Wyoming","https://campbell.schoolspring.com/","Campbell County School District 1","Uncategorized","Other"
"Sixth Grade Teacher","2026-06-26","Teacher","Gillette, Wyoming","https://campbell.schoolspring.com/","Campbell County School District 1","Uncategorized","Other"
"Fifth Grade Teacher","2026-06-26","Teacher","Gillette, Wyoming","https://campbell.schoolspring.com/","Campbell County School District 1","Elementary Education","Elementary"
"Second Grade Teacher","2026-06-26","Teacher","Wright, Wyoming","https://campbell.schoolspring.com/","Campbell County School District 1","Elementary Education","Elementary"
"English Teacher","2026-06-26","Teacher","Gillette, Wyoming","https://campbell.schoolspring.com/","Campbell County School District 1","English Language Arts Education","English Language Arts Secondary"
"Teacher of the Visually Impaired","2026-06-26","Teacher","Gillette, Wyoming","https://campbell.schoolspring.com/","Campbell County School District 1","Special Education - General","Special Education - General"
"Elementary Teacher K-6","2026-06-26","Teacher","Lusk","https://www.growingluskleaders.org/page/human-resources","Niobrara County School District 1","Elementary Education","Elementary"
"Music/Band Teacher","2026-06-26","Teacher","Lusk","https://www.growingluskleaders.org/page/human-resources","Niobrara County School District 1","Music Education","Music"
"Secondary English Teacher (Wyoming Virtual Academy)","2026-06-26","Teacher","Wyoming Virtual Academy","https://www.growingluskleaders.org/page/human-resources","Niobrara County School District 1","English Language Arts Education","English Language Arts Secondary"
"7-12 Grade Science Teacher","2026-06-26","Teacher","District","https://pcsd16.com/271372_2","Park County School District 16","Science Education","Science"
"WMS PE Teacher","2026-06-26","Teacher","Wheatland Middle School","https://www.platte1.org/89574_1","Platte County School District 1","Physical Education","Physical Education"
